codigo_region,region,edificio_id,nombre_comuna,setpoint_c,wall_u_multiplier,window_u_multiplier,infiltration_multiplier,heating_demand_kwh,redpe_mid_m3st_per_consumer,simulated_wood_volume_stere,relative_volume_error,assigned_fuel_energy_kwh,unallocated_fuel_energy_kwh,unmet_heating_energy_kwh,storage_spill_energy_kwh,wood_mass_kg,event_count,selection_score,u_wall_1,u_window,n_air_infiltration,thermal_zone,model_persons,model_area_m2
12,Magallanes,2577343,Natales,22.0,2.5,1.0,2.5,33838.2421228764,23.345,20.09142857142857,-0.13936909096472178,37504.0,6076.0,15093.586998370054,0.0,9000.96,2344,0.20863750307289092,1.45625,4.033895857539418,2.0,I,3,76.0
12,Magallanes,2577343,Natales,22.0,2.5,1.0,3.0,36683.180054408134,23.345,20.931428571428572,-0.10338708196921939,39072.0,4508.0,17152.319411680353,0.0,9377.28,2442,0.18210355471671988,1.45625,4.033895857539418,2.4000000000000004,I,3,76.0
12,Magallanes,2577343,Natales,22.0,2.5,1.5,1.0,27427.260965625377,23.345,17.759999999999998,-0.23923752409509536,33152.0,10428.0,10854.396579310187,0.0,7956.48,2072,0.28905118439482086,1.45625,6.050843786309128,0.8,I,3,76.0
12,Magallanes,2577343,Natales,22.0,2.5,1.5,1.5,30229.8434624777,23.345,18.839999999999996,-0.19297494110087826,35168.0,8412.0,12647.363639974335,0.0,8440.32,2198,0.25101699543761224,1.45625,6.050843786309128,1.2000000000000002,I,3,76.0
12,Magallanes,2577343,Natales,22.0,2.5,1.5,2.0,33033.20137677551,23.345,19.834285714285716,-0.15038399167763045,37024.0,6556.0,14528.87083626653,0.0,8885.76,2314,0.2170607738541634,1.45625,6.050843786309128,1.6,I,3,76.0
12,Magallanes,2577343,Natales,22.0,2.5,1.5,2.5,35837.29299581253,23.345,20.708571428571428,-0.11293332925374044,38656.0,4924.0,16514.80826008526,0.0,9277.44,2416,0.18872409685394817,1.45625,6.050843786309128,2.0,I,3,76.0
12,Magallanes,2577343,Natales,22.0,2.5,1.5,3.0,38642.11526704593,23.345,21.488571428571433,-0.07952146375791673,40112.0,3468.0,18589.220123268507,0.0,9626.880000000001,2507,0.16483224908728117,1.45625,6.050843786309128,2.4000000000000004,I,3,76.0
12,Magallanes,2577343,Natales,22.0,2.5,2.0,1.0,29490.717539075675,23.345,18.634285714285713,-0.20178686167120521,34784.0,8796.0,12100.502832455746,0.0,8348.16,2174,0.2573192289610434,1.45625,8.067791715078837,0.8,I,3,76.0
12,Magallanes,2577343,Natales,22.0,2.5,2.0,1.5,32254.457243556575,23.345,19.60285714285714,-0.16029740231924863,36592.0,6988.0,13966.432666146911,0.0,8782.08,2287,0.2243930088642092,1.45625,8.067791715078837,1.2000000000000002,I,3,76.0
12,Magallanes,2577343,Natales,22.0,2.5,2.0,2.0,35018.80194499031,23.345,20.528571428571425,-0.12064375975277679,38320.0,5260.0,15864.66418647974,0.0,9196.8,2395,0.1934508464277641,1.45625,8.067791715078837,1.6,I,3,76.0
